State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Haryana,JIND,Barley,2003-04,Rabi,829,Hectare,3000,Tonnes,3.618817853
Haryana,KAITHAL,Barley,2001-02,Rabi,40,Hectare,0,Tonnes,0
Haryana,KAITHAL,Barley,2002-03,Rabi,33,Hectare,0,Tonnes,0
Haryana,KAITHAL,Barley,2003-04,Rabi,29,Hectare,0,Tonnes,0
Haryana,KARNAL,Barley,2001-02,Rabi,186,Hectare,0,Tonnes,0
Haryana,KARNAL,Barley,2002-03,Rabi,118,Hectare,0,Tonnes,0
Haryana,KARNAL,Barley,2003-04,Rabi,116,Hectare,0,Tonnes,0
Haryana,KURUKSHETRA,Barley,2001-02,Rabi,10,Hectare,0,Tonnes,0
Haryana,KURUKSHETRA,Barley,2002-03,Rabi,7,Hectare,0,Tonnes,0
Haryana,KURUKSHETRA,Barley,2003-04,Rabi,7,Hectare,0,Tonnes,0
Haryana,MAHENDRAGARH,Barley,2001-02,Rabi,1368,Hectare,3000,Tonnes,2.192982456
Haryana,MAHENDRAGARH,Barley,2002-03,Rabi,997,Hectare,3000,Tonnes,3.009027081
Haryana,MAHENDRAGARH,Barley,2003-04,Rabi,692,Hectare,3000,Tonnes,4.335260116
Haryana,PANCHKULA,Barley,2001-02,Rabi,29,Hectare,0,Tonnes,0
Haryana,PANCHKULA,Barley,2002-03,Rabi,21,Hectare,0,Tonnes,0
Haryana,PANCHKULA,Barley,2003-04,Rabi,32,Hectare,0,Tonnes,0
Haryana,PANIPAT,Barley,2001-02,Rabi,37,Hectare,0,Tonnes,0
Himachal Pradesh,MANDI,Barley,2002-03,Rabi,3839,Hectare,8056,Tonnes,2.098463141
Himachal Pradesh,MANDI,Barley,2003-04,Rabi,4005,Hectare,4716,Tonnes,1.17752809
Himachal Pradesh,SHIMLA,Barley,2001-02,Rabi,4872,Hectare,5222,Tonnes,1.07183908
Himachal Pradesh,SHIMLA,Barley,2002-03,Rabi,4470,Hectare,3763,Tonnes,0.841834452
Himachal Pradesh,SHIMLA,Barley,2003-04,Rabi,4674,Hectare,5581,Tonnes,1.194052204
Himachal Pradesh,SIRMAUR,Barley,2001-02,Rabi,2010,Hectare,2383,Tonnes,1.185572139
Himachal Pradesh,SIRMAUR,Barley,2002-03,Rabi,2379,Hectare,3781,Tonnes,1.589323245
Himachal Pradesh,SIRMAUR,Barley,2003-04,Rabi,2716,Hectare,2314,Tonnes,0.851988218
Himachal Pradesh,SOLAN,Barley,2001-02,Rabi,1474,Hectare,1675,Tonnes,1.136363636
Himachal Pradesh,SOLAN,Barley,2002-03,Rabi,1392,Hectare,1157,Tonnes,0.831178161
Himachal Pradesh,SOLAN,Barley,2003-04,Rabi,1533,Hectare,1103,Tonnes,0.71950424
Himachal Pradesh,CHAMBA,Coriander,2001-02,Whole Year,16,Hectare,5,Tonnes,0.3125
Himachal Pradesh,CHAMBA,Coriander,2002-03,Whole Year,10,Hectare,3,Tonnes,0.3
Himachal Pradesh,HAMIRPUR,Coriander,2001-02,Whole Year,3,Hectare,8,Tonnes,2.666666667
Himachal Pradesh,HAMIRPUR,Coriander,2002-03,Whole Year,1,Hectare,,Tonnes,0
Himachal Pradesh,KANGRA,Coriander,2001-02,Whole Year,2,Hectare,4,Tonnes,2
Himachal Pradesh,KANGRA,Coriander,2002-03,Whole Year,6,Hectare,2,Tonnes,0.333333333
Himachal Pradesh,KULLU,Coriander,2001-02,Whole Year,61,Hectare,15,Tonnes,0.245901639
Himachal Pradesh,KULLU,Coriander,2002-03,Whole Year,17,Hectare,5,Tonnes,0.294117647
Himachal Pradesh,MANDI,Coriander,2001-02,Whole Year,3,Hectare,6,Tonnes,2
Himachal Pradesh,MANDI,Coriander,2002-03,Whole Year,27,Hectare,9,Tonnes,0.333333333
Himachal Pradesh,SHIMLA,Coriander,2001-02,Whole Year,104,Hectare,30,Tonnes,0.288461538
Himachal Pradesh,SHIMLA,Coriander,2002-03,Whole Year,84,Hectare,27,Tonnes,0.321428571
Himachal Pradesh,SIRMAUR,Coriander,2001-02,Whole Year,118,Hectare,34,Tonnes,0.288135593
Himachal Pradesh,SIRMAUR,Coriander,2002-03,Whole Year,93,Hectare,30,Tonnes,0.322580645
Himachal Pradesh,UNA,Coriander,2001-02,Whole Year,1,Hectare,3,Tonnes,3
Himachal Pradesh,UNA,Coriander,2002-03,Whole Year,25,Hectare,8,Tonnes,0.32
Himachal Pradesh,BILASPUR,Cotton(lint),2001-02,Kharif,1,Hectare,1,Bales,1
Himachal Pradesh,BILASPUR,Cotton(lint),2002-03,Kharif,1,Hectare,,Bales,0
Himachal Pradesh,HAMIRPUR,Cotton(lint),2002-03,Kharif,3,Hectare,2,Bales,0.666666667
Himachal Pradesh,KANGRA,Cotton(lint),2001-02,Kharif,17,Hectare,10,Bales,0.588235294
Himachal Pradesh,KANGRA,Cotton(lint),2002-03,Kharif,15,Hectare,9,Bales,0.6
Himachal Pradesh,MANDI,Cotton(lint),2001-02,Kharif,1,Hectare,1,Bales,1
Himachal Pradesh,SOLAN,Cotton(lint),2001-02,Kharif,1,Hectare,1,Bales,1
Himachal Pradesh,SOLAN,Cotton(lint),2002-03,Kharif,9,Hectare,4,Bales,0.444444444
Himachal Pradesh,BILASPUR,Dry chillies,2001-02,Whole Year,13,Hectare,2,Tonnes,0.153846154
Himachal Pradesh,BILASPUR,Dry chillies,2002-03,Whole Year,15,Hectare,3,Tonnes,0.2
Himachal Pradesh,CHAMBA,Dry chillies,2001-02,Whole Year,39,Hectare,9,Tonnes,0.230769231
Himachal Pradesh,CHAMBA,Dry chillies,2002-03,Whole Year,30,Hectare,1,Tonnes,0.033333333
Himachal Pradesh,HAMIRPUR,Dry chillies,2001-02,Whole Year,2,Hectare,1,Tonnes,0.5
Himachal Pradesh,HAMIRPUR,Dry chillies,2002-03,Whole Year,2,Hectare,,Tonnes,0
Himachal Pradesh,KANGRA,Dry chillies,2001-02,Whole Year,11,Hectare,3,Tonnes,0.272727273
Himachal Pradesh,KANGRA,Dry chillies,2002-03,Whole Year,3,Hectare,,Tonnes,0
Himachal Pradesh,KULLU,Dry chillies,2001-02,Whole Year,229,Hectare,37,Tonnes,0.161572052
Himachal Pradesh,KULLU,Dry chillies,2002-03,Whole Year,228,Hectare,15,Tonnes,0.065789474
Himachal Pradesh,MANDI,Dry chillies,2001-02,Whole Year,161,Hectare,22,Tonnes,0.136645963
Himachal Pradesh,MANDI,Dry chillies,2002-03,Whole Year,161,Hectare,37,Tonnes,0.229813665
Himachal Pradesh,SHIMLA,Dry chillies,2001-02,Whole Year,156,Hectare,34,Tonnes,0.217948718
Himachal Pradesh,SHIMLA,Dry chillies,2002-03,Whole Year,75,Hectare,13,Tonnes,0.173333333
Himachal Pradesh,SIRMAUR,Dry chillies,2001-02,Whole Year,394,Hectare,84,Tonnes,0.21319797
Himachal Pradesh,SIRMAUR,Dry chillies,2002-03,Whole Year,311,Hectare,12,Tonnes,0.038585209
Himachal Pradesh,SOLAN,Dry chillies,2001-02,Whole Year,12,Hectare,2,Tonnes,0.166666667
Himachal Pradesh,SOLAN,Dry chillies,2002-03,Whole Year,3,Hectare,3,Tonnes,1
Himachal Pradesh,UNA,Dry chillies,2001-02,Whole Year,7,Hectare,1,Tonnes,0.142857143
Himachal Pradesh,UNA,Dry chillies,2002-03,Whole Year,9,Hectare,3,Tonnes,0.333333333
Himachal Pradesh,BILASPUR,Garlic,2001-02,Whole Year,42,Hectare,39,Tonnes,0.928571429
Himachal Pradesh,BILASPUR,Garlic,2002-03,Whole Year,55,Hectare,49,Tonnes,0.890909091
Himachal Pradesh,CHAMBA,Garlic,2001-02,Whole Year,75,Hectare,44,Tonnes,0.586666667
Himachal Pradesh,CHAMBA,Garlic,2002-03,Whole Year,58,Hectare,20,Tonnes,0.344827586
Himachal Pradesh,HAMIRPUR,Garlic,2001-02,Whole Year,8,Hectare,8,Tonnes,1
Himachal Pradesh,HAMIRPUR,Garlic,2002-03,Whole Year,9,Hectare,12,Tonnes,1.333333333
Himachal Pradesh,KANGRA,Garlic,2001-02,Whole Year,49,Hectare,65,Tonnes,1.326530612
Himachal Pradesh,KANGRA,Garlic,2002-03,Whole Year,49,Hectare,32,Tonnes,0.653061224
Himachal Pradesh,KULLU,Garlic,2001-02,Whole Year,605,Hectare,558,Tonnes,0.92231405
Himachal Pradesh,KULLU,Garlic,2002-03,Whole Year,1333,Hectare,702,Tonnes,0.526631658
Himachal Pradesh,MANDI,Garlic,2001-02,Whole Year,163,Hectare,58,Tonnes,0.355828221
Himachal Pradesh,MANDI,Garlic,2002-03,Whole Year,403,Hectare,133,Tonnes,0.330024814
Himachal Pradesh,SHIMLA,Garlic,2001-02,Whole Year,23,Hectare,29,Tonnes,1.260869565
Himachal Pradesh,SHIMLA,Garlic,2002-03,Whole Year,89,Hectare,35,Tonnes,0.393258427
Himachal Pradesh,SIRMAUR,Garlic,2001-02,Whole Year,606,Hectare,888,Tonnes,1.465346535
Himachal Pradesh,SIRMAUR,Garlic,2002-03,Whole Year,1085,Hectare,1341,Tonnes,1.2359447
Himachal Pradesh,SOLAN,Garlic,2001-02,Whole Year,20,Hectare,23,Tonnes,1.15
Himachal Pradesh,SOLAN,Garlic,2002-03,Whole Year,88,Hectare,54,Tonnes,0.613636364
Himachal Pradesh,UNA,Garlic,2001-02,Whole Year,6,Hectare,7,Tonnes,1.166666667
Himachal Pradesh,UNA,Garlic,2002-03,Whole Year,11,Hectare,1,Tonnes,0.090909091
Himachal Pradesh,BILASPUR,Ginger,2001-02,Kharif,164,Hectare,1573,Tonnes,9.591463415
Himachal Pradesh,BILASPUR,Ginger,2002-03,Kharif,84,Hectare,486,Tonnes,5.785714286
Himachal Pradesh,BILASPUR,Ginger,2003-04,Kharif,110,Hectare,689,Tonnes,6.263636364
Himachal Pradesh,CHAMBA,Ginger,2001-02,Kharif,3,Hectare,33,Tonnes,11
Himachal Pradesh,CHAMBA,Ginger,2002-03,Kharif,2,Hectare,14,Tonnes,7
Himachal Pradesh,CHAMBA,Ginger,2003-04,Kharif,1,Hectare,7,Tonnes,7
Himachal Pradesh,HAMIRPUR,Ginger,2001-02,Kharif,7,Hectare,78,Tonnes,11.14285714
Himachal Pradesh,HAMIRPUR,Ginger,2002-03,Kharif,8,Hectare,56,Tonnes,7
Himachal Pradesh,KANGRA,Ginger,2001-02,Kharif,18,Hectare,200,Tonnes,11.11111111
Himachal Pradesh,KANGRA,Ginger,2002-03,Kharif,23,Hectare,160,Tonnes,6.956521739
Himachal Pradesh,KANGRA,Ginger,2003-04,Kharif,30,Hectare,215,Tonnes,7.166666667
Himachal Pradesh,MANDI,Ginger,2001-02,Kharif,78,Hectare,867,Tonnes,11.11538462
Himachal Pradesh,MANDI,Ginger,2002-03,Kharif,89,Hectare,618,Tonnes,6.943820225
Himachal Pradesh,MANDI,Ginger,2003-04,Kharif,83,Hectare,595,Tonnes,7.168674699
Himachal Pradesh,SHIMLA,Ginger,2001-02,Kharif,267,Hectare,2976,Tonnes,11.14606742
Himachal Pradesh,SHIMLA,Ginger,2002-03,Kharif,270,Hectare,1267,Tonnes,4.692592593
Himachal Pradesh,SHIMLA,Ginger,2003-04,Kharif,187,Hectare,882,Tonnes,4.71657754
Himachal Pradesh,SIRMAUR,Ginger,2001-02,Kharif,1458,Hectare,16442,Tonnes,11.27709191
Himachal Pradesh,SIRMAUR,Ginger,2002-03,Kharif,1446,Hectare,10067,Tonnes,6.961964039
Himachal Pradesh,SIRMAUR,Ginger,2003-04,Kharif,1187,Hectare,9170,Tonnes,7.725358045
Himachal Pradesh,SOLAN,Ginger,2001-02,Kharif,612,Hectare,6821,Tonnes,11.14542484
Himachal Pradesh,SOLAN,Ginger,2002-03,Kharif,532,Hectare,4376,Tonnes,8.22556391
Himachal Pradesh,SOLAN,Ginger,2003-04,Kharif,444,Hectare,3086,Tonnes,6.95045045
Himachal Pradesh,UNA,Ginger,2001-02,Kharif,2,Hectare,22,Tonnes,11
Himachal Pradesh,UNA,Ginger,2002-03,Kharif,1,Hectare,7,Tonnes,7
Himachal Pradesh,UNA,Ginger,2003-04,Kharif,2,Hectare,14,Tonnes,7
Himachal Pradesh,BILASPUR,Gram,2001-02,Rabi,171,Hectare,129,Tonnes,0.754385965
Himachal Pradesh,BILASPUR,Gram,2002-03,Rabi,248,Hectare,123,Tonnes,0.495967742
Himachal Pradesh,CHAMBA,Gram,2001-02,Rabi,2,Hectare,1,Tonnes,0.5
Himachal Pradesh,HAMIRPUR,Gram,2001-02,Rabi,8,Hectare,2,Tonnes,0.25
Himachal Pradesh,HAMIRPUR,Gram,2002-03,Rabi,8,Hectare,3,Tonnes,0.375
Himachal Pradesh,KANGRA,Gram,2001-02,Rabi,321,Hectare,279,Tonnes,0.869158879
Himachal Pradesh,KANGRA,Gram,2002-03,Rabi,414,Hectare,360,Tonnes,0.869565217
Himachal Pradesh,KULLU,Gram,2001-02,Rabi,79,Hectare,22,Tonnes,0.278481013
Jharkhand,DHANBAD,Maize,2002-03,Autumn,1353.91,Hectare,1150.82,Tonnes,0.849997415
Jharkhand,DHANBAD,Maize,2003-04,Autumn,1544.38,Hectare,1740.52,Tonnes,1.127002422
Jharkhand,DUMKA,Maize,2002-03,Autumn,11002.27,Hectare,16503.4,Tonnes,1.499999546
Jharkhand,DUMKA,Maize,2003-04,Autumn,11046.54,Hectare,14150.62,Tonnes,1.281000205
Jharkhand,EAST SINGHBUM,Maize,2003-04,Autumn,1253.32,Hectare,995.14,Tonnes,0.794003128
Jharkhand,GARHWA,Maize,2003-04,Autumn,7419.8,Hectare,16813.27,Tonnes,2.266000431
Jharkhand,GIRIDIH,Maize,2002-03,Autumn,9656.45,Hectare,8488.01,Tonnes,0.878999011
Jharkhand,GIRIDIH,Maize,2003-04,Autumn,6824.42,Hectare,8086.94,Tonnes,1.185000337
Jharkhand,GODDA,Maize,2002-03,Autumn,4690.39,Hectare,5398.63,Tonnes,1.150998105
Jharkhand,GODDA,Maize,2003-04,Autumn,4701.54,Hectare,5655.95,Tonnes,1.202999443
Jharkhand,GUMLA,Maize,2002-03,Autumn,1936.99,Hectare,2151.99,Tonnes,1.110996959
Jharkhand,GUMLA,Maize,2003-04,Autumn,1865.51,Hectare,2760.95,Tonnes,1.479997427
Jharkhand,HAZARIBAGH,Maize,2002-03,Autumn,8017,Hectare,7656.24,Tonnes,0.955000624
Jharkhand,HAZARIBAGH,Maize,2003-04,Autumn,5811,Hectare,7786.74,Tonnes,1.34
Jharkhand,JAMTARA,Maize,2003-04,Autumn,2770.74,Hectare,4951.31,Tonnes,1.786999141
Jharkhand,KODERMA,Maize,2003-04,Autumn,476.37,Hectare,537.35,Tonnes,1.12800974
Jharkhand,LATEHAR,Maize,2003-04,Autumn,10365.92,Hectare,22317.83,Tonnes,2.153000409
Jharkhand,LOHARDAGA,Maize,2003-04,Autumn,1793.8,Hectare,2760.66,Tonnes,1.539001003
Jharkhand,PAKUR,Maize,2002-03,Autumn,2730.54,Hectare,4912.24,Tonnes,1.798999465
Jharkhand,PAKUR,Maize,2003-04,Autumn,1423.19,Hectare,1306.49,Tonnes,0.91800111
Jharkhand,PALAMU,Maize,2002-03,Autumn,9659.7,Hectare,11127.97,Tonnes,1.151999544
Jharkhand,PALAMU,Maize,2003-04,Autumn,11685.65,Hectare,15612.03,Tonnes,1.336000137
Jharkhand,RANCHI,Maize,2002-03,Autumn,3453.05,Hectare,3895.04,Tonnes,1.127999884
Jharkhand,RANCHI,Maize,2003-04,Autumn,3572,Hectare,5643.78,Tonnes,1.580005599
Jharkhand,SAHEBGANJ,Maize,2002-03,Autumn,12.2,Hectare,19.11,Tonnes,1.566393443
Jharkhand,SAHEBGANJ,Maize,2003-04,Autumn,2154.46,Hectare,3675.51,Tonnes,1.706000576
Jharkhand,SARAIKELA KHARSAWAN,Maize,2003-04,Autumn,3251.07,Hectare,4356.43,Tonnes,1.339998831
Jharkhand,SIMDEGA,Maize,2003-04,Autumn,590.45,Hectare,577.46,Tonnes,0.977999831
Jharkhand,WEST SINGHBHUM,Maize,2002-03,Autumn,1220.69,Hectare,1004.62,Tonnes,0.822993553
Jharkhand,WEST SINGHBHUM,Maize,2003-04,Autumn,1142.5,Hectare,1227.05,Tonnes,1.074004376
Jharkhand,GARHWA,Masoor,2003-04,Rabi,1778.23,Hectare,4836.79,Tonnes,2.720002474
Jharkhand,GODDA,Masoor,2002-03,Rabi,1175.22,Hectare,1003.63,Tonnes,0.853993295
Jharkhand,GODDA,Masoor,2003-04,Rabi,2205.83,Hectare,2161.71,Tonnes,0.979998459
Jharkhand,LATEHAR,Masoor,2003-04,Rabi,396.64,Hectare,166.59,Tonnes,0.420003025
Jharkhand,PALAMU,Masoor,2002-03,Rabi,1093.6,Hectare,580.7,Tonnes,0.530998537
Jharkhand,PALAMU,Masoor,2003-04,Rabi,2612.91,Hectare,1515.49,Tonnes,0.580000842
Jharkhand,SAHEBGANJ,Masoor,2002-03,Rabi,784.84,Hectare,795.82,Tonnes,1.013990113
Jharkhand,GARHWA,Onion,2003-04,Whole Year,199.96,Hectare,1634.67,Tonnes,8.174984997
Jharkhand,GIRIDIH,Onion,2003-04,Whole Year,151.82,Hectare,2166.92,Tonnes,14.27295481
Jharkhand,HAZARIBAGH,Onion,2003-04,Whole Year,287.2,Hectare,2182.72,Tonnes,7.6
Jharkhand,RANCHI,Onion,2003-04,Whole Year,499,Hectare,3212.56,Tonnes,6.437995992
Jharkhand,GIRIDIH,Potato,2002-03,Rabi,1452.95,Hectare,18458.27,Tonnes,12.70399532
Jharkhand,GIRIDIH,Potato,2003-04,Rabi,1691.08,Hectare,23776.58,Tonnes,14.05999716
Jharkhand,GUMLA,Potato,2002-03,Rabi,1118.25,Hectare,3712.59,Tonnes,3.32
Jharkhand,GUMLA,Potato,2002-03,Winter,1841.95,Hectare,10062.57,Tonnes,5.462998453
Jharkhand,GUMLA,Potato,2003-04,Rabi,964.11,Hectare,3865.12,Tonnes,4.009003122
Jharkhand,GUMLA,Potato,2003-04,Winter,2181.33,Hectare,12586.27,Tonnes,5.76999812
Jharkhand,HAZARIBAGH,Potato,2002-03,Rabi,2614.12,Hectare,17744.64,Tonnes,6.787997491
Jharkhand,HAZARIBAGH,Potato,2002-03,Winter,5505.66,Hectare,42206.38,Tonnes,7.665998264
Jharkhand,HAZARIBAGH,Potato,2003-04,Rabi,2310.39,Hectare,17334.86,Tonnes,7.503001658
Jharkhand,HAZARIBAGH,Potato,2003-04,Winter,4971.07,Hectare,39768.56,Tonnes,8
Jharkhand,JAMTARA,Potato,2003-04,Rabi,245.79,Hectare,793.9,Tonnes,3.229993084
Jharkhand,LATEHAR,Potato,2003-04,Rabi,415.3,Hectare,3179.95,Tonnes,7.656994943
Jharkhand,LATEHAR,Potato,2003-04,Winter,977.08,Hectare,7792.21,Tonnes,7.97499693
Jharkhand,PALAMU,Potato,2002-03,Rabi,4418.36,Hectare,33345.36,Tonnes,7.546999339
Jharkhand,PALAMU,Potato,2003-04,Rabi,565.05,Hectare,4628.32,Tonnes,8.190991948
Jharkhand,PALAMU,Potato,2003-04,Winter,1387.75,Hectare,10952,Tonnes,7.891911367
Jharkhand,RANCHI,Potato,2002-03,Rabi,2665.69,Hectare,17940.09,Tonnes,6.729998612
Jharkhand,RANCHI,Potato,2002-03,Winter,3178.17,Hectare,22319.86,Tonnes,7.02286536
Jharkhand,RANCHI,Potato,2003-04,Rabi,2618.51,Hectare,17347.63,Tonnes,6.625000477
Jharkhand,RANCHI,Potato,2003-04,Winter,2784.57,Hectare,45834.02,Tonnes,16.45999921
Jharkhand,SIMDEGA,Potato,2003-04,Rabi,539.81,Hectare,2487.44,Tonnes,4.607991701
Jharkhand,SIMDEGA,Potato,2003-04,Winter,872.57,Hectare,4957,Tonnes,5.680919582
Jharkhand,GIRIDIH,Ragi,2002-03,Autumn,3247.35,Hectare,1211.26,Tonnes,0.372999523
Jharkhand,GIRIDIH,Ragi,2003-04,Autumn,7227.08,Hectare,3035.37,Tonnes,0.419999502
Jharkhand,GUMLA,Ragi,2002-03,Autumn,7847.8,Hectare,18999.52,Tonnes,2.420999516
Jharkhand,GUMLA,Ragi,2003-04,Autumn,20190.6,Hectare,12619.13,Tonnes,0.625000248
Jharkhand,HAZARIBAGH,Ragi,2002-03,Autumn,1853.22,Hectare,1866.19,Tonnes,1.006998629
Jharkhand,HAZARIBAGH,Ragi,2003-04,Autumn,3434.22,Hectare,3657.44,Tonnes,1.064998748
Jharkhand,KODERMA,Ragi,2002-03,Autumn,627.4,Hectare,766.05,Tonnes,1.220991393
Jharkhand,KODERMA,Ragi,2003-04,Autumn,1451.12,Hectare,2041.73,Tonnes,1.407002867
Jharkhand,LOHARDAGA,Ragi,2002-03,Autumn,1863.34,Hectare,1043.47,Tonnes,0.559999785
Jharkhand,LOHARDAGA,Ragi,2003-04,Autumn,2707.11,Hectare,1410.4,Tonnes,0.520998408
Jharkhand,PALAMU,Ragi,2002-03,Autumn,741.37,Hectare,710.97,Tonnes,0.958994834
Jharkhand,RANCHI,Ragi,2002-03,Autumn,10479.25,Hectare,8362.44,Tonnes,0.797999857
Jharkhand,RANCHI,Ragi,2003-04,Autumn,25469.7,Hectare,17064.7,Tonnes,0.670000039
Jharkhand,SIMDEGA,Ragi,2003-04,Autumn,12821.47,Hectare,10487.96,Tonnes,0.817999808
Jharkhand,CHATRA,Rapeseed &Mustard,2002-03,Rabi,419.75,Hectare,350.91,Tonnes,0.835997618
Jharkhand,CHATRA,Rapeseed &Mustard,2003-04,Rabi,239.94,Hectare,180.43,Tonnes,0.751979662
Jharkhand,DUMKA,Rapeseed &Mustard,2002-03,Rabi,250.19,Hectare,297.97,Tonnes,1.190974859
Jharkhand,DUMKA,Rapeseed &Mustard,2003-04,Rabi,554.31,Hectare,555.42,Tonnes,1.00200249
Jharkhand,GARHWA,Rapeseed &Mustard,2002-03,Rabi,779.51,Hectare,507.46,Tonnes,0.650998704
Jharkhand,GARHWA,Rapeseed &Mustard,2003-04,Rabi,591.38,Hectare,366.06,Tonnes,0.618992864
Jharkhand,GODDA,Rapeseed &Mustard,2002-03,Rabi,719.83,Hectare,577.3,Tonnes,0.801994915
Jharkhand,GODDA,Rapeseed &Mustard,2003-04,Rabi,671.05,Hectare,538.18,Tonnes,0.801996871
Jharkhand,GUMLA,Rapeseed &Mustard,2002-03,Rabi,178.91,Hectare,114.32,Tonnes,0.638980493
Jharkhand,GUMLA,Rapeseed &Mustard,2003-04,Rabi,188.18,Hectare,219.79,Tonnes,1.167977468
Jharkhand,LATEHAR,Rapeseed &Mustard,2003-04,Rabi,928.69,Hectare,648.23,Tonnes,0.698004716
Jharkhand,PAKUR,Rapeseed &Mustard,2002-03,Rabi,567.06,Hectare,428.13,Tonnes,0.754999471
Jharkhand,PAKUR,Rapeseed &Mustard,2003-04,Rabi,673.78,Hectare,606.4,Tonnes,0.899997032
Jharkhand,PALAMU,Rapeseed &Mustard,2002-03,Rabi,977.43,Hectare,775.1,Tonnes,0.792997964
Jharkhand,PALAMU,Rapeseed &Mustard,2003-04,Rabi,933.49,Hectare,659.98,Tonnes,0.707002753
Jharkhand,RANCHI,Rapeseed &Mustard,2002-03,Rabi,364.77,Hectare,261.9,Tonnes,0.717986677
Jharkhand,RANCHI,Rapeseed &Mustard,2003-04,Rabi,424.32,Hectare,472.69,Tonnes,1.113994155
Jharkhand,SAHEBGANJ,Rapeseed &Mustard,2002-03,Rabi,446.89,Hectare,289.58,Tonnes,0.647989438
Jharkhand,SAHEBGANJ,Rapeseed &Mustard,2003-04,Rabi,903.63,Hectare,600.91,Tonnes,0.664995629
Jharkhand,SIMDEGA,Rapeseed &Mustard,2003-04,Rabi,10.23,Hectare,4.28,Tonnes,0.418377322
Jharkhand,BOKARO,Rice,2002-03,Winter,31891.35,Hectare,22642.85,Tonnes,0.709999733
Jharkhand,BOKARO,Rice,2003-04,Winter,31904.26,Hectare,29990.00667,Tonnes,0.940000071
Jharkhand,CHATRA,Rice,2002-03,Winter,27827.15,Hectare,34283.05,Tonnes,1.232000043
Jharkhand,CHATRA,Rice,2003-04,Winter,25537.4,Hectare,27359.6667,Tonnes,1.071356783
Jharkhand,DEOGHAR,Rice,2002-03,Autumn,1955.12,Hectare,1772.64,Tonnes,0.906665576
Jharkhand,DEOGHAR,Rice,2002-03,Winter,65362.28,Hectare,79750.5,Tonnes,1.220130326
Jharkhand,DEOGHAR,Rice,2003-04,Autumn,4794.94,Hectare,4593.553,Tonnes,0.9580001
Jharkhand,DEOGHAR,Rice,2003-04,Winter,51821.8,Hectare,51234.48667,Tonnes,0.988666674
Jharkhand,DHANBAD,Rice,2002-03,Winter,21245,Hectare,22024.03,Tonnes,1.036668863
Jharkhand,DHANBAD,Rice,2003-04,Winter,29170.02,Hectare,44066.18,Tonnes,1.510666774
Jharkhand,DUMKA,Rice,2002-03,Autumn,4763.68,Hectare,6347.447,Tonnes,1.332467126
Jharkhand,DUMKA,Rice,2002-03,Winter,75492.94,Hectare,108055.6,Tonnes,1.431333844
Jharkhand,DUMKA,Rice,2003-04,Autumn,8310.89,Hectare,7175.067,Tonnes,0.863333169
Jharkhand,DUMKA,Rice,2003-04,Winter,74874.82,Hectare,89051.12,Tonnes,1.189333343
Jharkhand,EAST SINGHBUM,Rice,2002-03,Autumn,2525.35,Hectare,1870.44,Tonnes,0.74066565
Jharkhand,EAST SINGHBUM,Rice,2002-03,Winter,86624.52,Hectare,83506.03,Tonnes,0.963999916
Jharkhand,EAST SINGHBUM,Rice,2003-04,Autumn,207599.95,Hectare,158468,Tonnes,0.763333517
Jharkhand,EAST SINGHBUM,Rice,2003-04,Winter,84048.56,Hectare,92957.70667,Tonnes,1.105999992
Jharkhand,GARHWA,Rice,2002-03,Winter,16368.26,Hectare,15757.17,Tonnes,0.96266616
Jharkhand,GARHWA,Rice,2003-04,Autumn,12032.5,Hectare,9642.047,Tonnes,0.801333638
Jharkhand,GARHWA,Rice,2003-04,Winter,19919.18,Hectare,20144.93333,Tonnes,1.011333465
Jharkhand,GIRIDIH,Rice,2002-03,Autumn,48.51,Hectare,17.26667,Tonnes,0.355940425
Jharkhand,GIRIDIH,Rice,2002-03,Winter,48794.45,Hectare,44858.36,Tonnes,0.919333244
Jharkhand,GIRIDIH,Rice,2003-04,Autumn,7523.5,Hectare,6169.273,Tonnes,0.820000399
Jharkhand,GIRIDIH,Rice,2003-04,Winter,62305.55,Hectare,73229.78667,Tonnes,1.175333284
Jharkhand,GODDA,Rice,2002-03,Autumn,2814.79,Hectare,2233.067,Tonnes,0.793333428
Jharkhand,GODDA,Rice,2002-03,Winter,49969.92,Hectare,65094.15,Tonnes,1.302666684
Jharkhand,GODDA,Rice,2003-04,Autumn,7008.33,Hectare,5503.873,Tonnes,0.785333025
Jharkhand,GODDA,Rice,2003-04,Winter,45939.53,Hectare,52248.56,Tonnes,1.13733336
Jharkhand,GUMLA,Rice,2002-03,Autumn,37524.16,Hectare,17035.97,Tonnes,0.454000036
Jharkhand,GUMLA,Rice,2002-03,Winter,73275.89,Hectare,48948.29,Tonnes,0.667999938
Jharkhand,GUMLA,Rice,2003-04,Autumn,92407.26,Hectare,46819.68,Tonnes,0.506666684
Jharkhand,GUMLA,Rice,2003-04,Winter,72630.25,Hectare,59605.22667,Tonnes,0.820666687
Jharkhand,HAZARIBAGH,Rice,2002-03,Autumn,4858.61,Hectare,4152.487,Tonnes,0.854665635
Jharkhand,HAZARIBAGH,Rice,2002-03,Winter,51597.51,Hectare,53145.43,Tonnes,1.029999897
Jharkhand,HAZARIBAGH,Rice,2003-04,Autumn,10559.2,Hectare,10735.19,Tonnes,1.016666982
