State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Uttar Pradesh,CHITRAKOOT,Maize,2003-04,Kharif,16,Hectare,19,Tonnes,1.1875
Uttar Pradesh,DEORIA,Maize,2001-02,Kharif,5330,Hectare,4051,Tonnes,0.760037523
Uttar Pradesh,DEORIA,Maize,2001-02,Rabi,105,Hectare,171,Tonnes,1.628571429
Uttar Pradesh,DEORIA,Maize,2002-03,Kharif,5522,Hectare,5461,Tonnes,0.988953278
Uttar Pradesh,DEORIA,Maize,2002-03,Rabi,124,Hectare,137,Tonnes,1.10483871
Uttar Pradesh,DEORIA,Maize,2003-04,Kharif,6151,Hectare,3832,Tonnes,0.622988132
Uttar Pradesh,DEORIA,Maize,2003-04,Rabi,1450,Hectare,1982,Tonnes,1.366896552
Uttar Pradesh,DEORIA,Maize,2003-04,Summer,173,Hectare,237,Tonnes,1.369942197
Uttar Pradesh,ETAH,Maize,2001-02,Kharif,60425,Hectare,106106,Tonnes,1.755995035
Uttar Pradesh,UNNAO,Maize,2003-04,Summer,411,Hectare,562,Tonnes,1.367396594
Uttar Pradesh,VARANASI,Maize,2001-02,Kharif,3519,Hectare,5627,Tonnes,1.599033816
Uttar Pradesh,VARANASI,Maize,2001-02,Rabi,5,Hectare,8,Tonnes,1.6
Uttar Pradesh,VARANASI,Maize,2002-03,Kharif,2983,Hectare,4454,Tonnes,1.493127724
Uttar Pradesh,VARANASI,Maize,2002-03,Rabi,8,Hectare,9,Tonnes,1.125
Uttar Pradesh,VARANASI,Maize,2003-04,Kharif,2984,Hectare,5523,Tonnes,1.850871314
Uttar Pradesh,VARANASI,Maize,2003-04,Rabi,5,Hectare,7,Tonnes,1.4
Uttar Pradesh,VARANASI,Maize,2003-04,Summer,11,Hectare,15,Tonnes,1.363636364
Uttar Pradesh,AGRA,Masoor,2001-02,Rabi,949,Hectare,758,Tonnes,0.798735511
Uttar Pradesh,AGRA,Masoor,2002-03,Rabi,601,Hectare,586,Tonnes,0.975041597
Uttar Pradesh,AGRA,Masoor,2003-04,Rabi,530,Hectare,479,Tonnes,0.903773585
Uttar Pradesh,ALIGARH,Masoor,2001-02,Rabi,2251,Hectare,1799,Tonnes,0.799200355
Uttar Pradesh,ALIGARH,Masoor,2002-03,Rabi,2233,Hectare,2177,Tonnes,0.97492163
Uttar Pradesh,ALIGARH,Masoor,2003-04,Rabi,1977,Hectare,1558,Tonnes,0.788062721
Uttar Pradesh,ALLAHABAD,Masoor,2001-02,Rabi,6710,Hectare,4469,Tonnes,0.666020864
Uttar Pradesh,ALLAHABAD,Masoor,2003-04,Rabi,7558,Hectare,7135,Tonnes,0.944032813
Uttar Pradesh,AMBEDKAR NAGAR,Masoor,2001-02,Rabi,213,Hectare,240,Tonnes,1.126760563
Uttar Pradesh,AMBEDKAR NAGAR,Masoor,2002-03,Rabi,263,Hectare,248,Tonnes,0.942965779
Uttar Pradesh,AMBEDKAR NAGAR,Masoor,2003-04,Rabi,254,Hectare,285,Tonnes,1.122047244
Uttar Pradesh,AMROHA,Masoor,2001-02,Rabi,326,Hectare,324,Tonnes,0.993865031
Uttar Pradesh,AMROHA,Masoor,2002-03,Rabi,271,Hectare,313,Tonnes,1.15498155
Uttar Pradesh,AMROHA,Masoor,2003-04,Rabi,239,Hectare,222,Tonnes,0.928870293
Uttar Pradesh,AURAIYA,Masoor,2001-02,Rabi,70,Hectare,56,Tonnes,0.8
Uttar Pradesh,AURAIYA,Masoor,2002-03,Rabi,43,Hectare,33,Tonnes,0.76744186
Uttar Pradesh,AURAIYA,Masoor,2003-04,Rabi,61,Hectare,55,Tonnes,0.901639344
Uttar Pradesh,AZAMGARH,Masoor,2001-02,Rabi,161,Hectare,179,Tonnes,1.111801242
Uttar Pradesh,AZAMGARH,Masoor,2002-03,Rabi,148,Hectare,127,Tonnes,0.858108108
Uttar Pradesh,AZAMGARH,Masoor,2003-04,Rabi,124,Hectare,157,Tonnes,1.266129032
Uttar Pradesh,BAGHPAT,Masoor,2001-02,Rabi,233,Hectare,186,Tonnes,0.798283262
Uttar Pradesh,BAGHPAT,Masoor,2002-03,Rabi,140,Hectare,107,Tonnes,0.764285714
Uttar Pradesh,BAGHPAT,Masoor,2003-04,Rabi,132,Hectare,119,Tonnes,0.901515152
Uttar Pradesh,BAHRAICH,Masoor,2001-02,Rabi,52294,Hectare,33834,Tonnes,0.646995831
Uttar Pradesh,BAHRAICH,Masoor,2002-03,Rabi,49072,Hectare,33565,Tonnes,0.683994946
Uttar Pradesh,BAHRAICH,Masoor,2003-04,Rabi,46024,Hectare,37095,Tonnes,0.805992526
Uttar Pradesh,BALLIA,Masoor,2001-02,Rabi,19012,Hectare,21103,Tonnes,1.109983169
Uttar Pradesh,BALLIA,Masoor,2002-03,Rabi,21692,Hectare,18677,Tonnes,0.861008667
Uttar Pradesh,BALLIA,Masoor,2003-04,Rabi,20212,Hectare,25629,Tonnes,1.268009104
Uttar Pradesh,BALRAMPUR,Masoor,2001-02,Rabi,32699,Hectare,24851,Tonnes,0.75999266
Uttar Pradesh,BALRAMPUR,Masoor,2002-03,Rabi,26459,Hectare,16828,Tonnes,0.636002872
Uttar Pradesh,BALRAMPUR,Masoor,2003-04,Rabi,27413,Hectare,20286,Tonnes,0.740013862
Uttar Pradesh,BANDA,Masoor,2001-02,Rabi,39964,Hectare,30652,Tonnes,0.766990291
Uttar Pradesh,BANDA,Masoor,2002-03,Rabi,38026,Hectare,28976,Tonnes,0.762004944
Uttar Pradesh,BANDA,Masoor,2003-04,Rabi,39608,Hectare,37152,Tonnes,0.937992325
Uttar Pradesh,BARABANKI,Masoor,2001-02,Rabi,24130,Hectare,27219,Tonnes,1.128014919
Uttar Pradesh,BARABANKI,Masoor,2002-03,Rabi,25969,Hectare,25813,Tonnes,0.993992838
Uttar Pradesh,BARABANKI,Masoor,2003-04,Rabi,30677,Hectare,31505,Tonnes,1.026990905
Uttar Pradesh,BAREILLY,Masoor,2001-02,Rabi,14825,Hectare,11697,Tonnes,0.789005059
Uttar Pradesh,BAREILLY,Masoor,2002-03,Rabi,12190,Hectare,8033,Tonnes,0.658982773
Uttar Pradesh,BAREILLY,Masoor,2003-04,Rabi,11747,Hectare,9398,Tonnes,0.800034051
Uttar Pradesh,BASTI,Masoor,2001-02,Rabi,2064,Hectare,1649,Tonnes,0.798934109
Uttar Pradesh,BASTI,Masoor,2002-03,Rabi,2074,Hectare,1582,Tonnes,0.762777242
Uttar Pradesh,BASTI,Masoor,2003-04,Rabi,2067,Hectare,1325,Tonnes,0.641025641
Uttar Pradesh,BIJNOR,Masoor,2001-02,Rabi,2576,Hectare,1231,Tonnes,0.477872671
Uttar Pradesh,BIJNOR,Masoor,2002-03,Rabi,2171,Hectare,2507,Tonnes,1.154767388
Uttar Pradesh,BIJNOR,Masoor,2003-04,Rabi,2330,Hectare,2169,Tonnes,0.930901288
Uttar Pradesh,BUDAUN,Masoor,2001-02,Rabi,14275,Hectare,10992,Tonnes,0.770017513
Uttar Pradesh,BUDAUN,Masoor,2002-03,Rabi,11217,Hectare,10443,Tonnes,0.930997593
Uttar Pradesh,BUDAUN,Masoor,2003-04,Rabi,11938,Hectare,12201,Tonnes,1.022030491
Uttar Pradesh,BULANDSHAHR,Masoor,2001-02,Rabi,1348,Hectare,1077,Tonnes,0.798961424
Uttar Pradesh,BULANDSHAHR,Masoor,2002-03,Rabi,1477,Hectare,1127,Tonnes,0.763033175
Uttar Pradesh,BULANDSHAHR,Masoor,2003-04,Rabi,1401,Hectare,1261,Tonnes,0.900071378
Uttar Pradesh,CHANDAULI,Masoor,2001-02,Rabi,14576,Hectare,6705,Tonnes,0.460002744
Uttar Pradesh,CHANDAULI,Masoor,2002-03,Rabi,15184,Hectare,5223,Tonnes,0.343980506
Uttar Pradesh,CHANDAULI,Masoor,2003-04,Rabi,13609,Hectare,6532,Tonnes,0.479976486
Uttar Pradesh,CHITRAKOOT,Masoor,2001-02,Rabi,12251,Hectare,10646,Tonnes,0.868990287
Uttar Pradesh,CHITRAKOOT,Masoor,2002-03,Rabi,13739,Hectare,10194,Tonnes,0.741975399
Uttar Pradesh,CHITRAKOOT,Masoor,2003-04,Rabi,14765,Hectare,16330,Tonnes,1.105993905
Uttar Pradesh,DEORIA,Masoor,2001-02,Rabi,1266,Hectare,942,Tonnes,0.744075829
Uttar Pradesh,DEORIA,Masoor,2002-03,Rabi,967,Hectare,576,Tonnes,0.59565667
Uttar Pradesh,DEORIA,Masoor,2003-04,Rabi,872,Hectare,648,Tonnes,0.743119266
Uttarakhand,TEHRI GARHWAL,Other Cereals,2003-04,Kharif,19630,Hectare,28583,Tonnes,1.456087621
Uttarakhand,TEHRI GARHWAL,Other Cereals,2003-04,Rabi,36,Hectare,45,Tonnes,1.25
Uttarakhand,UTTAR KASHI,Other Cereals,2001-02,Kharif,1122,Hectare,393,Tonnes,0.35026738
Uttarakhand,UTTAR KASHI,Other Cereals,2002-03,Kharif,835,Hectare,292,Tonnes,0.349700599
Uttarakhand,UTTAR KASHI,Other Cereals,2002-03,Rabi,5,Hectare,6,Tonnes,1.2
Uttarakhand,UTTAR KASHI,Other Cereals,2003-04,Kharif,5085,Hectare,4612,Tonnes,0.906981318
Uttarakhand,UTTAR KASHI,Other Cereals,2003-04,Rabi,2,Hectare,2,Tonnes,1
Uttarakhand,ALMORA,Other Kharif pulses,2001-02,Kharif,1459,Hectare,825,Tonnes,0.565455792
Uttarakhand,ALMORA,Other Kharif pulses,2002-03,Kharif,1468,Hectare,861,Tonnes,0.586512262
Uttarakhand,ALMORA,Other Kharif pulses,2003-04,Kharif,1406,Hectare,1245,Tonnes,0.885490754
Uttarakhand,BAGESHWAR,Other Kharif pulses,2001-02,Kharif,589,Hectare,319,Tonnes,0.541595925
Uttarakhand,BAGESHWAR,Other Kharif pulses,2002-03,Kharif,493,Hectare,311,Tonnes,0.630831643
Uttarakhand,BAGESHWAR,Other Kharif pulses,2003-04,Kharif,1857,Hectare,1470,Tonnes,0.791599354
Uttarakhand,CHAMOLI,Other Kharif pulses,2001-02,Kharif,836,Hectare,506,Tonnes,0.605263158
Uttarakhand,CHAMOLI,Other Kharif pulses,2002-03,Kharif,1096,Hectare,657,Tonnes,0.599452555
Uttarakhand,CHAMOLI,Other Kharif pulses,2003-04,Kharif,864,Hectare,542,Tonnes,0.627314815
Uttarakhand,CHAMPAWAT,Other Kharif pulses,2001-02,Kharif,1178,Hectare,825,Tonnes,0.700339559
Uttarakhand,CHAMPAWAT,Other Kharif pulses,2002-03,Kharif,891,Hectare,623,Tonnes,0.699214366
Uttarakhand,CHAMPAWAT,Other Kharif pulses,2003-04,Kharif,647,Hectare,589,Tonnes,0.910355487
Uttarakhand,DEHRADUN,Other Kharif pulses,2001-02,Kharif,1134,Hectare,598,Tonnes,0.527336861
Uttarakhand,DEHRADUN,Other Kharif pulses,2002-03,Kharif,1160,Hectare,608,Tonnes,0.524137931
Uttarakhand,DEHRADUN,Other Kharif pulses,2003-04,Kharif,1400,Hectare,647,Tonnes,0.462142857
Uttarakhand,NAINITAL,Other Kharif pulses,2001-02,Kharif,674,Hectare,397,Tonnes,0.589020772
Uttarakhand,NAINITAL,Other Kharif pulses,2002-03,Kharif,581,Hectare,334,Tonnes,0.574870912
Uttarakhand,NAINITAL,Other Kharif pulses,2003-04,Kharif,868,Hectare,513,Tonnes,0.591013825
Uttarakhand,PAURI GARHWAL,Other Kharif pulses,2001-02,Kharif,779,Hectare,411,Tonnes,0.527599487
Uttarakhand,PAURI GARHWAL,Other Kharif pulses,2002-03,Kharif,811,Hectare,448,Tonnes,0.552404439
Uttarakhand,PAURI GARHWAL,Other Kharif pulses,2003-04,Kharif,627,Hectare,480,Tonnes,0.765550239
Uttarakhand,PITHORAGARH,Other Kharif pulses,2001-02,Kharif,1793,Hectare,991,Tonnes,0.552704964
Uttarakhand,PITHORAGARH,Other Kharif pulses,2002-03,Kharif,1861,Hectare,1037,Tonnes,0.557227297
Uttarakhand,PITHORAGARH,Other Kharif pulses,2003-04,Kharif,1725,Hectare,902,Tonnes,0.522898551
Uttarakhand,RUDRA PRAYAG,Other Kharif pulses,2001-02,Kharif,164,Hectare,85,Tonnes,0.518292683
Uttarakhand,RUDRA PRAYAG,Other Kharif pulses,2002-03,Kharif,91,Hectare,48,Tonnes,0.527472527
Uttarakhand,RUDRA PRAYAG,Other Kharif pulses,2003-04,Kharif,116,Hectare,73,Tonnes,0.629310345
Uttarakhand,TEHRI GARHWAL,Other Kharif pulses,2001-02,Kharif,1187,Hectare,603,Tonnes,0.50800337
Uttarakhand,TEHRI GARHWAL,Other Kharif pulses,2002-03,Kharif,1030,Hectare,521,Tonnes,0.505825243
Uttarakhand,TEHRI GARHWAL,Other Kharif pulses,2003-04,Kharif,1227,Hectare,562,Tonnes,0.45802771
Uttarakhand,UDAM SINGH NAGAR,Other Kharif pulses,2001-02,Kharif,11,Hectare,7,Tonnes,0.636363636
Uttarakhand,UDAM SINGH NAGAR,Other Kharif pulses,2002-03,Kharif,10,Hectare,4,Tonnes,0.4
Uttarakhand,UTTAR KASHI,Other Kharif pulses,2001-02,Kharif,1250,Hectare,841,Tonnes,0.6728
Uttarakhand,UTTAR KASHI,Other Kharif pulses,2002-03,Kharif,1352,Hectare,939,Tonnes,0.694526627
Uttarakhand,UTTAR KASHI,Other Kharif pulses,2003-04,Kharif,1327,Hectare,753,Tonnes,0.567445365
Uttarakhand,ALMORA,other oilseeds,2001-02,Rabi,39,Hectare,16,Tonnes,0.41025641
Uttarakhand,ALMORA,other oilseeds,2003-04,Kharif,13,Hectare,7,Tonnes,0.538461538
Uttarakhand,BAGESHWAR,other oilseeds,2002-03,Rabi,34,Hectare,16,Tonnes,0.470588235
Uttarakhand,BAGESHWAR,other oilseeds,2003-04,Kharif,1,Hectare,1,Tonnes,1
Uttarakhand,BAGESHWAR,other oilseeds,2003-04,Rabi,1,Hectare,,Tonnes,0
Uttarakhand,CHAMOLI,other oilseeds,2001-02,Rabi,5,Hectare,2,Tonnes,0.4
Uttarakhand,CHAMOLI,other oilseeds,2002-03,Rabi,4,Hectare,2,Tonnes,0.5
Uttarakhand,CHAMOLI,other oilseeds,2003-04,Kharif,29,Hectare,14,Tonnes,0.482758621
Uttarakhand,CHAMOLI,other oilseeds,2003-04,Rabi,6,Hectare,2,Tonnes,0.333333333
Uttarakhand,CHAMPAWAT,other oilseeds,2003-04,Kharif,163,Hectare,151,Tonnes,0.926380368
Uttarakhand,DEHRADUN,other oilseeds,2001-02,Rabi,80,Hectare,57,Tonnes,0.7125
Uttarakhand,DEHRADUN,other oilseeds,2002-03,Rabi,46,Hectare,31,Tonnes,0.673913043
Uttarakhand,DEHRADUN,other oilseeds,2003-04,Kharif,35,Hectare,22,Tonnes,0.628571429
Uttarakhand,HARIDWAR,other oilseeds,2001-02,Rabi,10,Hectare,7,Tonnes,0.7
Uttarakhand,NAINITAL,other oilseeds,2002-03,Rabi,94,Hectare,64,Tonnes,0.680851064
Uttarakhand,NAINITAL,other oilseeds,2003-04,Kharif,81,Hectare,50,Tonnes,0.617283951
Uttarakhand,PAURI GARHWAL,other oilseeds,2003-04,Kharif,3,Hectare,2,Tonnes,0.666666667
Uttarakhand,PITHORAGARH,other oilseeds,2001-02,Rabi,12,Hectare,6,Tonnes,0.5
Uttarakhand,PITHORAGARH,other oilseeds,2002-03,Rabi,363,Hectare,174,Tonnes,0.479338843
Uttarakhand,PITHORAGARH,other oilseeds,2003-04,Kharif,21,Hectare,11,Tonnes,0.523809524
Uttarakhand,PITHORAGARH,other oilseeds,2003-04,Rabi,70,Hectare,22,Tonnes,0.314285714
Uttarakhand,RUDRA PRAYAG,other oilseeds,2001-02,Rabi,1,Hectare,,Tonnes,0
Uttarakhand,RUDRA PRAYAG,other oilseeds,2003-04,Rabi,1,Hectare,,Tonnes,0
Uttarakhand,TEHRI GARHWAL,other oilseeds,2001-02,Rabi,72,Hectare,24,Tonnes,0.333333333
Uttarakhand,TEHRI GARHWAL,other oilseeds,2002-03,Rabi,1,Hectare,,Tonnes,0
Uttarakhand,TEHRI GARHWAL,other oilseeds,2003-04,Kharif,13,Hectare,5,Tonnes,0.384615385
Uttarakhand,TEHRI GARHWAL,other oilseeds,2003-04,Rabi,5,Hectare,2,Tonnes,0.4
Uttarakhand,UDAM SINGH NAGAR,other oilseeds,2001-02,Rabi,16,Hectare,13,Tonnes,0.8125
Uttarakhand,UDAM SINGH NAGAR,other oilseeds,2002-03,Rabi,45,Hectare,31,Tonnes,0.688888889
Uttarakhand,UDAM SINGH NAGAR,other oilseeds,2003-04,Rabi,4,Hectare,3,Tonnes,0.75
Uttarakhand,UTTAR KASHI,other oilseeds,2001-02,Rabi,3,Hectare,1,Tonnes,0.333333333
Uttarakhand,UTTAR KASHI,other oilseeds,2003-04,Kharif,52,Hectare,31,Tonnes,0.596153846
Uttarakhand,ALMORA,Peas & beans (Pulses),2001-02,Rabi,62,Hectare,36,Tonnes,0.580645161
Uttarakhand,ALMORA,Peas & beans (Pulses),2002-03,Rabi,40,Hectare,18,Tonnes,0.45
Uttarakhand,ALMORA,Peas & beans (Pulses),2003-04,Rabi,93,Hectare,60,Tonnes,0.64516129
Uttarakhand,BAGESHWAR,Peas & beans (Pulses),2002-03,Rabi,14,Hectare,7,Tonnes,0.5
Uttarakhand,BAGESHWAR,Peas & beans (Pulses),2003-04,Rabi,1,Hectare,,Tonnes,0
Uttarakhand,CHAMOLI,Peas & beans (Pulses),2001-02,Rabi,4,Hectare,3,Tonnes,0.75
Uttarakhand,CHAMOLI,Peas & beans (Pulses),2002-03,Rabi,6,Hectare,4,Tonnes,0.666666667
Uttarakhand,CHAMOLI,Peas & beans (Pulses),2003-04,Rabi,12,Hectare,9,Tonnes,0.75
Uttarakhand,CHAMPAWAT,Peas & beans (Pulses),2001-02,Rabi,41,Hectare,27,Tonnes,0.658536585
Uttarakhand,CHAMPAWAT,Peas & beans (Pulses),2002-03,Rabi,14,Hectare,8,Tonnes,0.571428571
Uttarakhand,CHAMPAWAT,Peas & beans (Pulses),2003-04,Rabi,7,Hectare,5,Tonnes,0.714285714
Uttarakhand,DEHRADUN,Peas & beans (Pulses),2001-02,Rabi,459,Hectare,300,Tonnes,0.653594771
Uttarakhand,DEHRADUN,Peas & beans (Pulses),2002-03,Rabi,540,Hectare,367,Tonnes,0.67962963
Uttarakhand,DEHRADUN,Peas & beans (Pulses),2003-04,Rabi,662,Hectare,488,Tonnes,0.737160121
Uttarakhand,HARIDWAR,Peas & beans (Pulses),2001-02,Rabi,204,Hectare,145,Tonnes,0.710784314
Uttarakhand,HARIDWAR,Peas & beans (Pulses),2002-03,Rabi,229,Hectare,165,Tonnes,0.720524017
Uttarakhand,HARIDWAR,Peas & beans (Pulses),2003-04,Rabi,162,Hectare,122,Tonnes,0.75308642
Uttarakhand,NAINITAL,Peas & beans (Pulses),2001-02,Rabi,276,Hectare,179,Tonnes,0.648550725
Uttarakhand,NAINITAL,Peas & beans (Pulses),2002-03,Rabi,148,Hectare,99,Tonnes,0.668918919
Uttarakhand,NAINITAL,Peas & beans (Pulses),2003-04,Rabi,193,Hectare,148,Tonnes,0.766839378
Uttarakhand,PAURI GARHWAL,Peas & beans (Pulses),2001-02,Rabi,95,Hectare,55,Tonnes,0.578947368
Uttarakhand,PAURI GARHWAL,Peas & beans (Pulses),2002-03,Rabi,3,Hectare,2,Tonnes,0.666666667
Uttarakhand,PITHORAGARH,Peas & beans (Pulses),2001-02,Rabi,23,Hectare,16,Tonnes,0.695652174
Uttarakhand,PITHORAGARH,Peas & beans (Pulses),2002-03,Rabi,116,Hectare,81,Tonnes,0.698275862
Uttarakhand,PITHORAGARH,Peas & beans (Pulses),2003-04,Rabi,73,Hectare,53,Tonnes,0.726027397
Uttarakhand,RUDRA PRAYAG,Peas & beans (Pulses),2001-02,Rabi,2,Hectare,1,Tonnes,0.5
Uttarakhand,RUDRA PRAYAG,Peas & beans (Pulses),2002-03,Rabi,2,Hectare,1,Tonnes,0.5
Uttarakhand,RUDRA PRAYAG,Peas & beans (Pulses),2003-04,Rabi,1,Hectare,1,Tonnes,1
Uttarakhand,TEHRI GARHWAL,Peas & beans (Pulses),2001-02,Rabi,176,Hectare,104,Tonnes,0.590909091
Uttarakhand,TEHRI GARHWAL,Peas & beans (Pulses),2002-03,Rabi,206,Hectare,122,Tonnes,0.59223301
Uttarakhand,TEHRI GARHWAL,Peas & beans (Pulses),2003-04,Rabi,344,Hectare,170,Tonnes,0.494186047
Uttarakhand,UDAM SINGH NAGAR,Peas & beans (Pulses),2001-02,Rabi,1676,Hectare,1341,Tonnes,0.800119332
Uttarakhand,UDAM SINGH NAGAR,Peas & beans (Pulses),2002-03,Rabi,1890,Hectare,1550,Tonnes,0.82010582
Uttarakhand,UDAM SINGH NAGAR,Peas & beans (Pulses),2003-04,Rabi,2373,Hectare,2065,Tonnes,0.87020649
Uttarakhand,UTTAR KASHI,Peas & beans (Pulses),2001-02,Rabi,233,Hectare,163,Tonnes,0.699570815
Uttarakhand,UTTAR KASHI,Peas & beans (Pulses),2002-03,Rabi,342,Hectare,212,Tonnes,0.619883041
Uttarakhand,UTTAR KASHI,Peas & beans (Pulses),2003-04,Rabi,530,Hectare,265,Tonnes,0.5
Uttarakhand,ALMORA,Potato,2001-02,Kharif,357,Hectare,7929,Tonnes,22.21008403
Uttarakhand,ALMORA,Potato,2001-02,Rabi,824,Hectare,18301,Tonnes,22.20995146
Uttarakhand,ALMORA,Potato,2002-03,Kharif,124,Hectare,2754,Tonnes,22.20967742
Uttarakhand,ALMORA,Potato,2002-03,Rabi,996,Hectare,22121,Tonnes,22.20983936
Uttarakhand,ALMORA,Potato,2003-04,Whole Year,1070,Hectare,14980,Tonnes,14
Uttarakhand,BAGESHWAR,Potato,2001-02,Kharif,55,Hectare,1088,Tonnes,19.78181818
Uttarakhand,BAGESHWAR,Potato,2001-02,Rabi,529,Hectare,10464,Tonnes,19.78071834
Uttarakhand,BAGESHWAR,Potato,2002-03,Kharif,423,Hectare,8367,Tonnes,19.78014184
Uttarakhand,BAGESHWAR,Potato,2002-03,Rabi,251,Hectare,4965,Tonnes,19.78087649
Uttarakhand,BAGESHWAR,Potato,2003-04,Whole Year,480,Hectare,6000,Tonnes,12.5
Uttarakhand,CHAMOLI,Potato,2001-02,Kharif,1604,Hectare,20627,Tonnes,12.85972569
Uttarakhand,CHAMOLI,Potato,2001-02,Rabi,3,Hectare,39,Tonnes,13
Uttarakhand,CHAMOLI,Potato,2002-03,Kharif,1739,Hectare,22364,Tonnes,12.86026452
Uttarakhand,CHAMOLI,Potato,2002-03,Rabi,14,Hectare,180,Tonnes,12.85714286
Uttarakhand,CHAMOLI,Potato,2003-04,Whole Year,1873,Hectare,32778,Tonnes,17.50026695
Uttarakhand,CHAMPAWAT,Potato,2001-02,Rabi,616,Hectare,10256,Tonnes,16.64935065
Uttarakhand,CHAMPAWAT,Potato,2002-03,Rabi,719,Hectare,11971,Tonnes,16.64951321
Uttarakhand,CHAMPAWAT,Potato,2003-04,Whole Year,839,Hectare,15102,Tonnes,18
Uttarakhand,DEHRADUN,Potato,2001-02,Kharif,63,Hectare,1631,Tonnes,25.88888889
Uttarakhand,DEHRADUN,Potato,2001-02,Rabi,746,Hectare,19314,Tonnes,25.89008043
Uttarakhand,DEHRADUN,Potato,2002-03,Kharif,279,Hectare,7224,Tonnes,25.89247312
Uttarakhand,DEHRADUN,Potato,2002-03,Rabi,707,Hectare,18304,Tonnes,25.88967468
Uttarakhand,DEHRADUN,Potato,2003-04,Whole Year,1386,Hectare,23090,Tonnes,16.65945166
Uttarakhand,HARIDWAR,Potato,2001-02,Rabi,345,Hectare,6900,Tonnes,20
Uttarakhand,HARIDWAR,Potato,2002-03,Rabi,422,Hectare,8440,Tonnes,20
Uttarakhand,HARIDWAR,Potato,2003-04,Whole Year,525,Hectare,9450,Tonnes,18
Uttarakhand,NAINITAL,Potato,2001-02,Kharif,1513,Hectare,33860,Tonnes,22.37937872
Uttarakhand,NAINITAL,Potato,2001-02,Rabi,704,Hectare,15756,Tonnes,22.38068182
Uttarakhand,NAINITAL,Potato,2002-03,Kharif,1407,Hectare,31489,Tonnes,22.38024165
Uttarakhand,NAINITAL,Potato,2002-03,Rabi,1013,Hectare,22671,Tonnes,22.38005923
Uttarakhand,NAINITAL,Potato,2003-04,Whole Year,2966,Hectare,50484,Tonnes,17.02090357
Uttarakhand,PAURI GARHWAL,Potato,2001-02,Kharif,139,Hectare,2208,Tonnes,15.88489209
Uttarakhand,PAURI GARHWAL,Potato,2001-02,Rabi,359,Hectare,5705,Tonnes,15.8913649
Uttarakhand,PAURI GARHWAL,Potato,2002-03,Kharif,132,Hectare,2097,Tonnes,15.88636364
West Bengal,PURBA BARDHAMAN,Groundnut,2003-04,Rabi,1417,Hectare,3259,Tonnes,2.299929428
West Bengal,PURBA BARDHAMAN,Groundnut,2003-04,Summer,303,Hectare,382,Tonnes,1.260726073
West Bengal,PURULIA,Groundnut,2001-02,Kharif,241,Hectare,213,Tonnes,0.883817427
West Bengal,PURULIA,Groundnut,2001-02,Rabi,20,Hectare,29,Tonnes,1.45
West Bengal,PURULIA,Groundnut,2001-02,Summer,218,Hectare,244,Tonnes,1.119266055
West Bengal,PURULIA,Groundnut,2002-03,Kharif,561,Hectare,422,Tonnes,0.752228164
West Bengal,PURULIA,Groundnut,2002-03,Summer,90,Hectare,144,Tonnes,1.6
West Bengal,PURULIA,Groundnut,2003-04,Kharif,370,Hectare,382,Tonnes,1.032432432
West Bengal,PURULIA,Groundnut,2003-04,Rabi,25,Hectare,43,Tonnes,1.72
West Bengal,PURULIA,Groundnut,2003-04,Summer,105,Hectare,104,Tonnes,0.99047619
West Bengal,BANKURA,Horse-gram,2001-02,Rabi,42,Hectare,8,Tonnes,0.19047619
West Bengal,BANKURA,Horse-gram,2002-03,Rabi,652,Hectare,189,Tonnes,0.289877301
West Bengal,BANKURA,Horse-gram,2003-04,Rabi,232,Hectare,45,Tonnes,0.193965517
West Bengal,BIRBHUM,Horse-gram,2001-02,Rabi,104,Hectare,53,Tonnes,0.509615385
West Bengal,BIRBHUM,Horse-gram,2002-03,Rabi,118,Hectare,60,Tonnes,0.508474576
West Bengal,BIRBHUM,Horse-gram,2003-04,Rabi,95,Hectare,29,Tonnes,0.305263158
West Bengal,COOCHBEHAR,Horse-gram,2003-04,Rabi,140,Hectare,84,Tonnes,0.6
West Bengal,DARJEELING,Horse-gram,2002-03,Rabi,3,Hectare,2,Tonnes,0.666666667
West Bengal,DARJEELING,Horse-gram,2003-04,Rabi,3,Hectare,2,Tonnes,0.666666667
West Bengal,DINAJPUR DAKSHIN,Horse-gram,2001-02,Rabi,80,Hectare,38,Tonnes,0.475
West Bengal,DINAJPUR DAKSHIN,Horse-gram,2002-03,Rabi,80,Hectare,38,Tonnes,0.475
West Bengal,DINAJPUR DAKSHIN,Horse-gram,2003-04,Rabi,76,Hectare,36,Tonnes,0.473684211
West Bengal,DINAJPUR UTTAR,Horse-gram,2001-02,Rabi,835,Hectare,1774,Tonnes,2.124550898
West Bengal,DINAJPUR UTTAR,Horse-gram,2002-03,Rabi,790,Hectare,326,Tonnes,0.412658228
West Bengal,DINAJPUR UTTAR,Horse-gram,2003-04,Rabi,741,Hectare,305,Tonnes,0.411605938
West Bengal,JALPAIGURI,Horse-gram,2001-02,Rabi,95,Hectare,50,Tonnes,0.526315789
West Bengal,JALPAIGURI,Horse-gram,2002-03,Rabi,64,Hectare,31,Tonnes,0.484375
West Bengal,JALPAIGURI,Horse-gram,2003-04,Rabi,82,Hectare,33,Tonnes,0.402439024
